STRUCTURE,STRUCTURE_ID,ACTION,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,UNIT_MULT:Unit Multiplier,TIME_FORMAT:Time Format,BREAKS:Breaks,COVERAGE:Coverage,DECIMALS:Decimals,TITLE_TS:Title (tseries level),OBS_CONF:Observation confidentiality,OBS_PRE_BREAK:Pre-Break Observation,OBS_STATUS:Observation Status
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-05,1.923077,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-06,2.884615,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-07,1.923077,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-08,0.952381,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-09,0.952381,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-10,1.904762,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-11,0.943396,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1967-12,1.886792,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-01,1.886792,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-02,2.857143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-03,2.830189,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-04,3.773585,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-05,4.716981,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-06,3.738318,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-07,4.716981,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-08,4.716981,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-09,4.716981,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-10,4.672897,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-11,4.672897,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1968-12,4.62963,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-01,5.555556,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-02,5.555556,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-03,5.504587,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-04,5.454545,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-05,4.504505,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-06,5.405405,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-07,4.504505,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-08,4.504505,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-09,5.405405,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-10,5.357143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-11,5.357143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1969-12,5.309735,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-01,5.263158,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-02,5.263158,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-03,5.217391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-04,6.034483,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-05,6.034483,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-06,5.982906,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-07,6.896552,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-08,7.758621,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-09,6.837607,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-10,7.627119,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-11,7.627119,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1970-12,7.563025,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-01,8.333333,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-02,8.333333,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-03,9.090909,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-04,8.943089,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-05,9.756098,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-06,9.677419,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-07,10.483871,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-08,10.4,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-09,10.4,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-10,8.661417,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-11,9.448819,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1971-12,9.375,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-01,7.692308,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-02,8.461538,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-03,7.575758,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-04,6.716418,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-05,6.666667,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-06,6.617647,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-07,5.839416,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-08,6.521739,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-09,6.521739,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-10,7.971014,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-11,7.913669,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1972-12,7.857143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-01,7.857143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-02,7.801418,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-03,7.746479,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-04,9.090909,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-05,9.722222,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-06,8.965517,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-07,9.655172,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-08,8.843537,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-09,9.52381,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-10,10.738255,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-11,10.666667,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1973-12,11.258278,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-01,12.582781,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-02,13.815789,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-03,13.72549,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-04,15.384615,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-05,15.189873,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-06,16.455696,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-07,16.352201,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-08,16.25,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-09,16.770186,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-10,16.363636,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-11,17.46988,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1974-12,17.857143,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-01,18.823529,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-02,18.49711,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-03,20.114943,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-04,20,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-05,23.626374,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-06,24.456522,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-07,24.864865,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-08,25.268817,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-09,25,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-10,23.958333,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-11,23.589744,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1975-12,23.232323,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-01,21.782178,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-02,21.463415,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-03,19.617225,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-04,18.055556,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-05,14.666667,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-06,13.100437,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-07,12.121212,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-08,13.304721,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-09,13.617021,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-10,14.285714,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-11,14.107884,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1976-12,13.934426,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-01,15.853659,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-02,15.261044,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-03,16,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-04,16.078431,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-05,15.891473,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-06,16.988417,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-07,16.988417,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-08,15.530303,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-09,14.606742,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-10,12.867647,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-11,12.363636,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1977-12,11.510791,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1978-01,8.77193,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1978-02,9.059233,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1978-03,8.62069,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1978-04,7.77027,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,GB: United Kingdom,"771: Year-on-year changes, in per cent",1978-05,7.023411,0: Units,,,,,,F: Free,,A: Normal value
