STRUCTURE,STRUCTURE_ID,ACTION,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period or range,OBS_VALUE:Observation Value,UNIT_MULT:Unit Multiplier,TIME_FORMAT:Time Format,BREAKS:Breaks,COVERAGE:Coverage,DECIMALS:Decimals,TITLE_TS:Title (tseries level),OBS_CONF:Observation confidentiality,OBS_PRE_BREAK:Pre-Break Observation,OBS_STATUS:Observation Status
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-02,15.375931,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-03,15.375931,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-04,15.473866,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-05,15.277995,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-06,15.375931,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-07,15.571802,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-08,15.571802,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-09,15.571802,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-10,15.571802,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-11,15.473866,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1952-12,15.375931,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-01,15.767674,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-02,15.963546,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-03,15.963546,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-04,16.061482,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-05,15.963546,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-06,16.159418,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-07,16.551161,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-08,16.747033,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-09,16.747033,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-10,17.236712,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-11,17.04084,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1953-12,17.04084,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-01,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-02,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-03,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-04,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-05,17.432584,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-06,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-07,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-08,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-09,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-10,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-11,17.432584,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1954-12,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-01,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-02,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-03,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-04,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-05,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-06,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-07,17.236712,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-08,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-09,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-10,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-11,17.138776,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1955-12,17.04084,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-01,17.138776,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-02,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-03,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-04,17.432584,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-05,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-06,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-07,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-08,17.432584,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-09,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-10,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-11,17.334648,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1956-12,17.53052,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-01,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-02,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-03,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-04,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-05,18.020199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-06,17.922263,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-07,18.118135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-08,18.216071,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-09,18.118135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-10,18.118135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-11,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1957-12,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-01,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-02,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-03,17.628455,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-04,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-05,17.726391,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-06,17.922263,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-07,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-08,18.020199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-09,17.922263,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-10,18.118135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-11,17.922263,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1958-12,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-01,17.922263,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-02,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-03,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-04,18.020199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-05,17.824327,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-06,18.020199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-07,18.020199,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-08,18.216071,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-09,18.118135,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-10,18.314007,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-11,18.216071,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1959-12,18.216071,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-01,18.509878,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-02,18.509878,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-03,18.509878,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-04,18.607814,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-05,18.70575,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-06,18.70575,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-07,18.70575,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-08,18.70575,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-09,18.901622,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-10,18.999558,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-11,18.70575,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1960-12,18.901622,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-01,19.195429,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-02,19.293365,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-03,19.293365,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-04,19.391301,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-05,19.391301,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-06,19.391301,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-07,19.685109,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-08,19.783045,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-09,19.88098,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-10,20.37066,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-11,20.468596,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1961-12,20.566531,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-01,20.664467,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-02,20.566531,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-03,20.664467,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-04,20.958275,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-05,21.056211,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-06,20.958275,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-07,21.252082,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-08,21.252082,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-09,21.154147,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-10,21.252082,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-11,21.252082,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1962-12,21.643826,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-01,22.231441,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-02,22.329377,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-03,22.427313,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-04,22.427313,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-05,22.623185,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-06,22.819056,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-07,22.623185,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-08,22.525249,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-09,23.014928,0: Units,,,,,,F: Free,,A: Normal value
dataflow,BIS:WS_LONG_CPI(1.0): Consumer prices statistics,I,M: Monthly,JP: Japan,"628: Index, 2010 = 100",1963-10,23.014928,0: Units,,,,,,F: Free,,A: Normal value
